unique_id,major_group_code,major_group_name,sub_major_group_code,sub_major_group_name,minor_group_code,minor_group_name,unit_group_code,group_title
soc-y2zy,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,611,Teaching and Childcare Support Occupations,6111,Early education and childcare assistants
soc-y3aa,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,611,Teaching and Childcare Support Occupations,6112,Teaching assistants
soc-y3ae,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,611,Teaching and Childcare Support Occupations,6113,Educational support assistants
soc-y3aj,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,611,Teaching and Childcare Support Occupations,6114,Childminders
soc-y3al,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,611,Teaching and Childcare Support Occupations,6116,Nannies and au pairs
soc-y3ao,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,611,Teaching and Childcare Support Occupations,6117,Playworkers
soc-y3aq,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,612,Animal Care and Control Services,6121,Pest control officers
soc-y3av,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,612,Animal Care and Control Services,6129,Animal care services occupations n.e.c.
soc-y3bg,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6131,Nursing auxiliaries and assistants
soc-y3br,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6132,Ambulance staff (excluding paramedics)
soc-y3bt,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6133,Dental nurses
soc-y3bv,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6134,Houseparents and residential wardens
soc-y3cb,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6135,Care workers and home carers
soc-y3cg,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6136,Senior care workers
soc-y3cl,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6137,Care escorts
soc-y3cn,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",61,CARING PERSONAL SERVICE OCCUPATIONS,613,Caring Personal Services,6138,"Undertakers, mortuary and crematorium assistants"
soc-y3cu,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",621,Leisure and Travel Services,6211,Sports and leisure assistants
soc-y3dc,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",621,Leisure and Travel Services,6212,Travel agents
soc-y3de,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",621,Leisure and Travel Services,6213,Air travel assistants
soc-y3di,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",621,Leisure and Travel Services,6214,Rail travel assistants
soc-y3dn,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",621,Leisure and Travel Services,6219,Leisure and travel service occupations n.e.c.
soc-y3dt,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",622,Hairdressers and Related Services,6221,Hairdressers and barbers
soc-y3dx,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",622,Hairdressers and Related Services,6222,Beauticians and related occupations
soc-y3ed,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",623,Housekeeping and Related Services,6231,Housekeepers and related occupations
soc-y3ef,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",623,Housekeeping and Related Services,6232,Caretakers
soc-y3eh,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",624,Cleaning and Housekeeping Managers and Supervisors,6240,Cleaning and housekeeping managers and supervisors
soc-y3ej,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",62,"LEISURE, TRAVEL AND RELATED PERSONAL SERVICE OCCUPATIONS",625,Bed and Breakfast and Guest House Owners and Proprietors,6250,Bed and breakfast and guest house owners and proprietors
soc-y3el,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",63,COMMUNITY AND CIVIL ENFORCEMENT OCCUPATIONS,631,Community and Civil Enforcement Occupations,6311,Police community support officers
soc-y3en,6,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",63,COMMUNITY AND CIVIL ENFORCEMENT OCCUPATIONS,631,Community and Civil Enforcement Occupations,6312,Parking and civil enforcement occupations
soc-y3es,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,711,Sales Assistants and Retail Cashiers,7111,Sales and retail assistants
soc-y3eu,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,711,Sales Assistants and Retail Cashiers,7112,Retail cashiers and check-out operators
soc-y3ew,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,711,Sales Assistants and Retail Cashiers,7113,Telephone salespersons
soc-y3ey,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,711,Sales Assistants and Retail Cashiers,7114,Pharmacy and optical dispensing assistants
soc-y3fc,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,711,Sales Assistants and Retail Cashiers,7115,Vehicle and parts salespersons and advisers
soc-y3ff,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,712,Sales Related Occupations,7121,Collector salespersons and credit agents
soc-y3fh,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,712,Sales Related Occupations,7122,"Debt, rent and other cash collectors"
soc-y3fo,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,712,Sales Related Occupations,7123,Roundspersons and van salespersons
soc-y3fq,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,712,Sales Related Occupations,7124,Market and street traders and assistants
soc-y3fs,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,712,Sales Related Occupations,7125,Visual merchandisers and related occupations
soc-y3fw,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,712,Sales Related Occupations,7129,Sales related occupations n.e.c.
soc-y3gb,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,713,Shopkeepers and Sales Supervisors,7131,Shopkeepers and owners - retail and wholesale
soc-y3gk,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,71,SALES OCCUPATIONS,713,Shopkeepers and Sales Supervisors,7132,Sales supervisors - retail and wholesale
soc-y3gm,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,72,CUSTOMER SERVICE OCCUPATIONS,721,Customer Service Occupations,7211,Call and contact centre occupations
soc-y3go,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,72,CUSTOMER SERVICE OCCUPATIONS,721,Customer Service Occupations,7212,Telephonists
soc-y3gq,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,72,CUSTOMER SERVICE OCCUPATIONS,721,Customer Service Occupations,7213,Communication operators
soc-y3gv,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,72,CUSTOMER SERVICE OCCUPATIONS,721,Customer Service Occupations,7214,Market research interviewers
soc-y3ha,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,72,CUSTOMER SERVICE OCCUPATIONS,721,Customer Service Occupations,7219,Customer service occupations n.e.c.
soc-y3hd,7,SALES AND CUSTOMER SERVICE OCCUPATIONS,72,CUSTOMER SERVICE OCCUPATIONS,722,Customer Service Supervisors,7220,Customer service supervisors
soc-y3hf,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",811,Process Operatives,8111,"Food, drink and tobacco process operatives"
soc-y3hl,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",811,Process Operatives,8112,Textile process operatives
soc-y3hn,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",811,Process Operatives,8113,Chemical and related process operatives
soc-y3hp,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",811,Process Operatives,8114,Plastics process operatives
soc-y3hs,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",811,Process Operatives,8115,Metal making and treating process operatives
soc-y3hw,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",811,Process Operatives,8119,Process operatives n.e.c.
soc-y3ic,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",812,Metal Working Machine Operatives,8120,Metal working machine operatives
soc-y3if,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",813,Plant and Machine Operatives,8131,Paper and wood machine operatives
soc-y3ih,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",813,Plant and Machine Operatives,8132,Mining and quarry workers and related operatives
soc-y3il,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",813,Plant and Machine Operatives,8133,Energy plant operatives
soc-y3iq,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",813,Plant and Machine Operatives,8134,Water and sewerage plant operatives
soc-y3iu,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",813,Plant and Machine Operatives,8135,Printing machine assistants
soc-y3iw,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",813,Plant and Machine Operatives,8139,Plant and machine operatives n.e.c.
soc-y3jd,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8141,Assemblers (electrical and electronic products)
soc-y3jf,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8142,Assemblers (vehicles and metal goods)
soc-y3jj,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8143,Routine inspectors and testers
soc-y3jl,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8144,"Weighers, graders and sorters"
soc-y3jn,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8145,"Tyre, exhaust and windscreen fitters"
soc-y3jr,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8146,Sewing machinists
soc-y3jt,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",814,Assemblers and Routine Operatives,8149,Assemblers and routine operatives n.e.c.
soc-y3jv,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",815,Construction Operatives,8151,"Scaffolders, stagers and riggers"
soc-y3jz,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",815,Construction Operatives,8152,Road construction operatives
soc-y3kb,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",815,Construction Operatives,8153,Rail construction and maintenance operatives
soc-y3kd,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",815,Construction Operatives,8159,Construction operatives n.e.c.
soc-y3kp,8,"PROCESS, PLANT AND MACHINE OPERATIVES",81,"PROCESS, PLANT AND MACHINE OPERATIVES",816,"Production, Factory and Assembly Supervisors",8160,"Production, factory and assembly supervisors"
soc-y3kr,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,821,Road Transport Drivers,8211,Heavy and large goods vehicle drivers
soc-y3kt,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,821,Road Transport Drivers,8212,Bus and coach drivers
soc-y3kv,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,821,Road Transport Drivers,8213,Taxi and cab drivers and chauffeurs
soc-y3kx,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,821,Road Transport Drivers,8214,Delivery drivers and couriers
soc-y3la,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,821,Road Transport Drivers,8215,Driving instructors
soc-y3lh,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,821,Road Transport Drivers,8219,Road transport drivers n.e.c.
soc-y3lj,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,822,Mobile Machine Drivers and Operatives,8221,Crane drivers
soc-y3ll,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,822,Mobile Machine Drivers and Operatives,8222,Fork-lift truck drivers
soc-y3ln,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,822,Mobile Machine Drivers and Operatives,8229,Mobile machine drivers and operatives n.e.c.
soc-y3lq,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,823,Other Drivers and Transport Operatives,8231,Train and tram drivers
soc-y3ls,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,823,Other Drivers and Transport Operatives,8232,Marine and waterways transport operatives
soc-y3lu,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,823,Other Drivers and Transport Operatives,8233,Air transport operatives
soc-y3ly,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,823,Other Drivers and Transport Operatives,8234,Rail transport operatives
soc-y3md,8,"PROCESS, PLANT AND MACHINE OPERATIVES",82,TRANSPORT AND MOBILE MACHINE DRIVERS AND OPERATIVES,823,Other Drivers and Transport Operatives,8239,Other drivers and transport operatives n.e.c.
soc-y3mf,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,911,Elementary Agricultural Occupations,9111,Farm workers
soc-y3mh,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,911,Elementary Agricultural Occupations,9112,Forestry and related workers
soc-y3ml,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,911,Elementary Agricultural Occupations,9119,Fishing and other elementary agriculture occupations n.e.c.
soc-y3ms,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,912,Elementary Construction Occupations,9121,Groundworkers
soc-y3mu,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,912,Elementary Construction Occupations,9129,Elementary construction occupations n.e.c.
soc-y3nd,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,913,Elementary Process Plant Occupations,9131,Industrial cleaning process occupations
soc-y3nf,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,913,Elementary Process Plant Occupations,9132,"Packers, bottlers, canners and fillers"
soc-y3nh,9,ELEMENTARY OCCUPATIONS,91,ELEMENTARY TRADES AND RELATED OCCUPATIONS,913,Elementary Process Plant Occupations,9139,Elementary process plant occupations n.e.c.
soc-y3nj,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,921,Elementary Administration Occupations,9211,"Postal workers, mail sorters and messengers"
soc-y3nn,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,921,Elementary Administration Occupations,9219,Elementary administration occupations n.e.c.
soc-y3nq,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9221,Window cleaners
soc-y3ns,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9222,Street cleaners
soc-y3nu,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9223,Cleaners and domestics
soc-y3ny,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9224,"Launderers, dry cleaners and pressers"
soc-y3od,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9225,Refuse and salvage occupations
soc-y3oh,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9226,Vehicle valeters and cleaners
soc-y3oj,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,922,Elementary Cleaning Occupations,9229,Elementary cleaning occupations n.e.c.
soc-y3op,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,923,Elementary Security Occupations,9231,Security guards and related occupations
soc-y3ov,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,923,Elementary Security Occupations,9232,School midday and crossing patrol occupations
soc-y3ox,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,923,Elementary Security Occupations,9233,Exam invigilators
soc-y3oz,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,924,Elementary Sales Occupations,9241,Shelf fillers
soc-y3pb,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,924,Elementary Sales Occupations,9249,Elementary sales occupations n.e.c.
soc-y3pf,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,925,Elementary Storage Occupations,9251,Elementary storage supervisors
soc-y3ph,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,925,Elementary Storage Occupations,9252,Warehouse operatives
soc-y3pj,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,925,Elementary Storage Occupations,9253,Delivery operatives
soc-y3pl,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,925,Elementary Storage Occupations,9259,Elementary storage occupations n.e.c.
soc-y3po,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9261,Bar and catering supervisors
soc-y3pq,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9262,Hospital porters
soc-y3ps,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9263,Kitchen and catering assistants
soc-y3pu,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9264,Waiters and waitresses
soc-y3pw,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9265,Bar staff
soc-y3py,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9266,Coffee shop workers
soc-y3qa,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9267,Leisure and theme park attendants
soc-y3qh,9,ELEMENTARY OCCUPATIONS,92,ELEMENTARY ADMINISTRATION AND SERVICE OCCUPATIONS,926,Other Elementary Services Occupations,9269,Other elementary services occupations n.e.c.
